,tweet_id,text,retweet_count,created_at
74,1641541854226153473,"   Blacks/Minorities: 

It is a FACT that black home ownership was higher under Trump. It is a FACT that the average person had more money in their bank account. It is a FACT gas and food we’re cheaper. 

VOTE Trump 2024! 

Watch video to see real Joe Biden:

https://t.co/jk5NFllHdo",0,Thu Mar 30 20:44:11 +0000 2023
75,1641541760491966464,"   Blacks/Minorities: 

It is a FACT that black home ownership was higher under Trump. It is a FACT that the average person had more money in their bank account. It is a FACT gas and food we’re cheaper. 

VOTE Trump 2024! 

Watch video to see real Joe Biden:

https://t.co/jk5NFllHdo",0,Thu Mar 30 20:43:48 +0000 2023
76,1641541689671135236,"   Blacks/Minorities: 

It is a FACT that black home ownership was higher under Trump. It is a FACT that the average person had more money in their bank account. It is a FACT gas and food we’re cheaper. 

VOTE Trump 2024! 

Watch video to see real Joe Biden:

https://t.co/jk5NFllHdo",0,Thu Mar 30 20:43:31 +0000 2023
77,1641541358690115586," Wtf is this man raising money for, he's term limited. Is he just hoping Biden kicks it so he can run in 2024?",0,Thu Mar 30 20:42:12 +0000 2023
78,1641541319829979136,"Read ""Trump and Biden in dead heat for 2024 rematch: poll"" on SmartNews: https://t.co/Cc547H9J7f #SmartNews",0,Thu Mar 30 20:42:03 +0000 2023
79,1641541159389388800,If it gets there Biden will Veto but that's Ok he is going to lose in a landslide 2024??. https://t.co/I3mT1jYYms,0,Thu Mar 30 20:41:25 +0000 2023
80,1641540942552244224,"Poll shows Biden’s support shrinking in potential 2024 matchup against Trump

https://t.co/GXEnCE6gmD
Trump the Great",0,Thu Mar 30 20:40:33 +0000 2023
81,1641540841041719297,  So what?! Trump will lose to Biden anyway. Desantis is young and he is a governor of a big state. He has nothing to lose in 2024 if he loses the primary,0,Thu Mar 30 20:40:09 +0000 2023
82,1641540796879982593,I’m a Christian pastor who voted for Biden in 2020. I am voting for him in 2024! https://t.co/oPtVlvVkCP https://t.co/2lmOKs7F5W,0,Thu Mar 30 20:39:58 +0000 2023
83,1641540734070439936, I’m a Christian pastor who voted for Biden in 2020. I am voting for him in 2024! https://t.co/MdnewpH6Mv,0,Thu Mar 30 20:39:44 +0000 2023
84,1641540634665263104,"  Blacks/Minorities: 

It is a FACT that black home ownership was higher under Trump. It is a FACT that the average person had more money in their bank account. It is a FACT gas and food we’re cheaper. 

VOTE Trump 2024! 

Watch video to see real Joe Biden:

https://t.co/jk5NFllHdo",0,Thu Mar 30 20:39:20 +0000 2023
85,1641540344604151808,"  Kamala is better than Biden, not by much. If it was up to me, I'd pressure them both to resign. The country is headed down the tubes my guy. We do not have time to wait for the 2024 election. Biden has us on a crash course to WW3. Time to abort.",0,Thu Mar 30 20:38:11 +0000 2023
86,1641539858362699779,"In exchange for a Joe Biden retirement, we should just promise to give him the biggest retirement party ever — cos that’s what he truly wants from us.. 

Labor Demands A Labor President In 2024: #Sanders2024",0,Thu Mar 30 20:36:15 +0000 2023
